loan_amnt,term,installment,emp_length,home_ownership,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,log_annual_inc,fico_score,log_revol_bal,charged_off
11875,36,432.54,8,RENT,Source Verified,14-Nov,car,23.85,1997,9,0,23.9,15,Individual,0,0,4.5185271,692,3.796574333,0
8000,36,245.16,10,MORTGAGE,Verified,14-Nov,car,29.1,2000,11,0,51.1,20,Individual,2,0,4.778158489,742,4.313909383,0
5000,36,154.37,10,OWN,Verified,14-Nov,car,23,1988,7,0,30.7,17,Individual,0,0,4.477135731,727,3.906550519,0
6000,36,202.14,3,RENT,Not Verified,14-Nov,car,22.32,2001,14,0,64.6,31,Individual,0,0,4.69897869,677,4.195816658,0
12000,36,404.27,1,RENT,Source Verified,14-Nov,car,30.89,2005,15,0,42.9,34,Individual,0,0,4.662767273,667,4.00548081,1
15000,36,505.34,5,MORTGAGE,Source Verified,14-Nov,car,7.88,1999,5,0,55.3,12,Individual,2,0,4.903095416,687,3.697229343,1
12000,36,370.48,10,RENT,Source Verified,14-Nov,car,1.43,1997,3,0,47.2,11,Individual,0,0,5.130336985,732,3.846893543,0
8950,36,332.57,10,MORTGAGE,Source Verified,14-Nov,car,20.02,2006,5,3,69.8,10,Individual,1,3,4.39795738,667,3.622214023,0
2400,36,75.42,10,MORTGAGE,Not Verified,14-Nov,car,13.51,1987,25,0,16.5,41,Individual,5,0,4.740370586,697,4.095761959,0
1000,36,32.95,4,OWN,Not Verified,14-Nov,car,22.2,2005,9,2,30.2,21,Individual,0,1,4.477135731,692,3.501333179,0
3000,36,102.04,10,RENT,Not Verified,14-Nov,car,12.34,2002,6,0,85.1,32,Individual,6,0,4.716011695,667,4.221987702,0
4300,36,146.26,10,RENT,Verified,14-Nov,car,31.36,1997,17,0,54.9,29,Individual,0,0,4.633478555,677,4.671320978,0
4625,36,162.58,10,OWN,Source Verified,14-Nov,car,9.36,1986,5,0,67.2,5,Individual,1,0,4.875067054,707,3.242292905,0
4200,36,140.29,,MORTGAGE,Verified,14-Nov,car,9.38,1977,4,0,33.8,16,Individual,2,0,4.673019063,667,3.072984745,1
21600,36,824.81,3,OWN,Verified,14-Nov,car,11.17,2001,4,1,77.9,8,Individual,1,1,4.653222165,682,3.655138435,1
7250,36,291.34,2,MORTGAGE,Verified,14-Nov,car,31.27,2006,9,1,35.9,18,Individual,0,1,4.422442096,667,3.51401618,1
20000,36,707.99,1,RENT,Source Verified,14-Nov,car,9.66,2000,12,0,28.2,46,Individual,1,0,5.113946693,697,3.424228071,0
5500,36,178.74,,MORTGAGE,Source Verified,14-Nov,car,3.73,1994,6,1,55.9,28,Individual,3,0,4.376595204,662,3.471731651,1
3500,36,109.99,3,RENT,Not Verified,14-Nov,car,20.31,2009,6,0,26.3,11,Individual,0,0,4.39795738,722,3.440909082,0
12700,60,380.17,2,RENT,Source Verified,14-Nov,car,19.37,2008,10,0,72.6,18,Individual,0,0,4.556314564,662,3.473778835,1
5600,36,196.86,4,RENT,Not Verified,14-Nov,car,18.83,2005,6,0,76.3,9,Individual,0,0,4.50516355,662,3.505828034,0
2500,36,82.37,2,RENT,Not Verified,14-Nov,car,10.21,2008,7,0,81.8,9,Individual,0,0,5.24304053,667,4.344313661,0
20000,36,649.96,3,MORTGAGE,Verified,14-Nov,car,9.54,2002,13,0,18.7,33,Individual,2,0,4.903095416,742,3.97331262,0
17600,36,556.98,8,RENT,Not Verified,14-Nov,car,16.94,1998,7,0,52.5,23,Individual,0,0,4.61910377,707,4.423295037,0
5000,36,164.74,3,MORTGAGE,Source Verified,14-Nov,car,16.88,2002,7,0,74.5,14,Individual,1,0,4.61910377,667,3.428782511,0
6000,36,207.97,4,RENT,Not Verified,14-Nov,car,13.42,2009,18,0,73.1,28,Individual,0,0,4.342442421,667,3.721068302,0
7075,36,254.26,10,MORTGAGE,Source Verified,14-Nov,car,24.24,1999,12,0,36.3,19,Individual,0,0,4.653222165,702,3.5470359,0
15000,60,373.92,10,MORTGAGE,Source Verified,14-Nov,car,16.34,1999,5,0,59.9,15,Individual,2,0,4.740370586,722,4.232157188,1
13800,36,460.94,4,RENT,Source Verified,14-Nov,car,26.7,2005,6,1,80.9,10,Individual,0,0,4.716011695,662,3.753199914,0
10000,60,249.28,10,RENT,Source Verified,14-Nov,car,8.71,2003,5,0,96.1,15,Individual,6,0,4.945906598,697,4.158784518,0
8000,36,245.16,2,RENT,Source Verified,14-Nov,car,18.92,2001,5,0,30.9,12,Individual,0,0,4.477135731,702,3.25358029,0
3800,36,117.55,2,MORTGAGE,Not Verified,14-Nov,car,17.94,1996,16,1,10.7,28,Individual,1,1,4.544080453,662,3.301897717,0
12800,60,383.17,4,RENT,Not Verified,14-Nov,car,30.11,2004,11,0,57.3,29,Individual,0,0,4.53149169,667,4.054613055,0
12000,36,378.2,10,MORTGAGE,Verified,14-Nov,car,3.82,2004,3,0,24.2,22,Individual,4,0,4.977728177,662,3.618884485,0
16000,36,535.19,10,RENT,Not Verified,14-Nov,car,20.04,2001,5,0,72.4,23,Individual,0,0,4.602070849,702,4.249027053,0
2500,36,81.84,10,MORTGAGE,Verified,14-Nov,car,25.97,2003,9,5,70.8,16,Individual,3,0,5.000004343,692,3.841547165,0
1500,36,47.82,10,MORTGAGE,Not Verified,14-Oct,car,4.32,1995,14,0,39.5,29,Individual,2,0,4.477135731,667,3.541329578,0
15100,60,443.12,5,RENT,Source Verified,14-Nov,car,13.68,2011,7,1,24.3,9,Individual,0,0,4.653222165,692,3.363423933,1
18450,36,657.71,5,RENT,Not Verified,14-Oct,car,24.83,2011,14,0,63.4,19,Individual,0,0,4.623259631,662,4.148726016,0
12850,36,500.31,0,RENT,Verified,14-Nov,car,10.21,2006,20,0,51.1,23,Individual,0,0,4.653222165,667,4.115011071,0
11000,36,343.13,10,RENT,Not Verified,14-Nov,car,11.68,1999,6,0,78.2,19,Individual,4,0,4.995639581,672,4.075254901,0
25000,60,594.62,10,MORTGAGE,Verified,14-Nov,car,10.15,1989,9,0,47.7,24,Individual,0,0,5.161370997,702,4.290924559,0
5000,36,153.23,6,OWN,Not Verified,14-Oct,car,12.65,2000,12,0,41.5,24,Individual,2,0,4.892100171,722,4.333588322,1
6000,36,183.87,,MORTGAGE,Verified,14-Oct,car,12.65,1996,21,3,3.3,69,Individual,3,2,4.826521831,677,2.998259338,0
1850,36,65.31,3,RENT,Verified,14-Nov,car,18.58,2000,9,0,20.9,23,Individual,0,0,4.748195782,662,2.797267541,0
6500,36,229.46,0,RENT,Verified,14-Oct,car,2.78,2004,14,1,98.4,31,Individual,0,0,4.681250285,667,3.455606113,1
6000,36,194.03,10,MORTGAGE,Not Verified,14-Oct,car,12.79,1995,7,2,7,26,Individual,3,2,4.748195782,677,2.643452676,0
22950,36,818.12,8,RENT,Verified,14-Oct,car,15.84,1999,8,0,43.3,25,Individual,0,0,4.69897869,687,3.892094603,1
9500,36,326.96,6,MORTGAGE,Not Verified,14-Oct,car,15.35,1998,7,1,31,22,Individual,3,1,4.903095416,672,3.366796383,0
15000,60,389.03,4,RENT,Source Verified,14-Oct,car,9.08,2001,5,1,35.3,29,Individual,0,1,5.113946693,672,3.42357352,0
4800,36,155.23,9,MORTGAGE,Not Verified,14-Oct,car,15.9,1999,5,0,0,22,Individual,9,0,4.681250285,712,4.698135357,0
5000,36,163.67,3,OWN,Not Verified,14-Oct,car,23.21,2007,4,0,93.5,10,Individual,1,0,4.544080453,717,4.18830963,0
8000,36,255.04,2,MORTGAGE,Source Verified,14-Nov,car,34.34,1994,7,0,114.9,11,Individual,0,0,4.511896724,712,4.280419009,0
4000,36,127.52,1,OWN,Verified,14-Nov,car,20.38,2004,8,0,37.4,23,Individual,0,0,4.812920038,717,3.830075166,0
4000,36,138.65,0,RENT,Source Verified,14-Nov,car,2.65,2003,5,0,46.5,7,Individual,0,0,4.525057771,687,3.548143637,0
4000,36,129.36,10,MORTGAGE,Not Verified,14-Oct,car,24.15,1993,8,0,98.5,25,Individual,5,0,4.903095416,672,4.142608436,0
25500,36,824.62,0,MORTGAGE,Source Verified,14-Oct,car,3.51,1999,10,0,6.9,23,Individual,3,0,5.113946693,712,3.646795689,0
9450,36,327.55,2,RENT,Verified,14-Nov,car,12.19,2004,4,0,69.2,11,Individual,4,0,4.39795738,662,3.877371346,0
3000,36,106.95,10,MORTGAGE,Not Verified,14-Oct,car,13.23,1998,3,1,65.2,11,Individual,3,1,4.612794449,682,2.814913181,0
2500,36,85.42,9,RENT,Not Verified,14-Oct,car,21.73,1996,11,0,57.6,15,Individual,0,0,4.556314564,687,3.944877306,0
10000,36,330.57,10,OWN,Not Verified,14-Oct,car,9.85,1995,19,0,50,35,Individual,3,0,5.287803969,672,4.388332148,1
5050,36,178.27,0,RENT,Not Verified,14-Oct,car,14.55,2010,11,0,66.6,12,Individual,0,0,4.740370586,662,3.836260803,0
8000,36,249.55,0,MORTGAGE,Not Verified,14-Oct,car,18.45,2003,17,0,6.4,36,Individual,4,0,4.812920038,707,3.478133428,0
2000,36,63.76,4,RENT,Not Verified,14-Oct,car,20.64,2009,8,0,55.5,15,Individual,0,0,4.39795738,672,3.994537104,0
5500,36,170.13,7,MORTGAGE,Not Verified,14-Oct,car,0.54,2001,6,0,8.8,17,Individual,1,0,4.763435481,707,2.942999593,0
15000,60,361.67,2,RENT,Source Verified,14-Oct,car,13.79,2009,10,0,49.6,13,Individual,0,0,4.653222165,682,3.972063916,0
3000,36,93.59,0,MORTGAGE,Not Verified,14-Oct,car,8.26,2006,6,0,75.8,19,Individual,1,0,4.875067054,672,3.742803658,0
4000,36,127.52,4,MORTGAGE,Not Verified,14-Oct,car,23.02,1993,16,0,9.1,63,Individual,8,0,4.812920038,712,3.567966907,0
6075,36,205.72,10,RENT,Not Verified,14-Oct,car,14.09,2007,7,0,48,8,Individual,0,0,4.544080453,687,3.91750551,0
3975,36,157,,OWN,Verified,14-Oct,car,13.66,2008,4,0,81.8,5,Individual,0,0,4.134272757,672,3.556181847,1
7100,36,244.36,2,RENT,Source Verified,14-Oct,car,25.35,2010,8,0,48.3,10,Individual,0,0,4.380229337,677,3.848620117,0
7000,36,258.44,2,RENT,Source Verified,14-Oct,car,29.15,2010,6,0,37.7,8,Individual,0,0,4.342442421,712,3.480006943,1
10525,60,284.68,4,OWN,Verified,14-Oct,car,12.02,1976,9,1,67.4,13,Individual,1,1,4.612794449,662,4.11447754,1
6000,36,206.5,0,MORTGAGE,Not Verified,14-Oct,car,9.67,2000,8,0,30.4,15,Individual,1,0,4.544080453,692,3.536179532,0
12000,36,371.19,10,RENT,Verified,14-Nov,car,10.68,1981,11,3,9.9,14,Individual,0,0,5.041396633,737,3.619406411,0
7000,36,235.83,0,RENT,Not Verified,14-Oct,car,7.59,2007,3,0,72.6,5,Individual,0,0,4.322239975,702,3.22297645,0
8350,36,327.95,5,RENT,Source Verified,14-Oct,car,21.99,2011,5,0,70.5,8,Individual,0,0,4.342442421,672,3.555940438,0
12000,60,289.34,0,MORTGAGE,Source Verified,14-Oct,car,14.78,2004,4,0,40.2,8,Individual,0,0,4.544080453,672,3.724685388,1
12600,36,461.81,9,RENT,Source Verified,14-Nov,car,13.69,2004,10,1,55.8,24,Individual,0,0,4.500085461,667,3.69609416,0
1000,36,34.17,8,OWN,Not Verified,14-Oct,car,23.7,2000,10,0,35.3,19,Individual,0,0,4.447173542,662,3.944137073,0
1800,36,58.93,8,RENT,Not Verified,14-Oct,car,28.71,1990,5,0,69.5,18,Individual,2,0,4.602070849,692,3.699490845,0
8000,36,267.6,4,RENT,Not Verified,14-Oct,car,11.22,2011,10,0,10.1,10,Individual,0,0,4.422097163,737,3.378761175,0
1200,36,40.64,0,RENT,Not Verified,14-Oct,car,13.36,2004,3,0,80,13,Individual,0,0,4.477135731,697,4.227603936,0
3000,36,102.51,10,MORTGAGE,Not Verified,14-Oct,car,17.83,1999,12,0,36.2,22,Individual,4,0,4.748195782,707,3.846955325,0
10000,36,338.63,0,RENT,Not Verified,14-Oct,car,3.24,2011,4,0,22.9,5,Individual,0,0,4.602070849,737,3.435207103,0
5250,36,195.65,2,RENT,Not Verified,14-Oct,car,7.98,2010,4,0,51.1,4,Individual,0,0,4.30105171,702,3.472024698,0
8950,36,312.94,9,OWN,Not Verified,14-Oct,car,4.34,2007,6,0,40.5,8,Individual,0,0,4.623259631,667,3.453012391,0
8000,36,258.71,10,MORTGAGE,Not Verified,14-Oct,car,13.8,2000,11,0,43.7,39,Individual,4,0,4.447173542,707,4.027145666,0
20000,36,661.14,10,RENT,Source Verified,14-Oct,car,13.11,1998,10,1,36.4,22,Individual,0,1,4.892100171,672,3.901621764,0
5000,36,170.84,3,OWN,Verified,14-Nov,car,32.03,2006,16,0,6.3,33,Individual,0,0,4.477135731,712,3.209783015,1
9000,36,286.92,4,MORTGAGE,Not Verified,14-Oct,car,13.03,2001,11,0,8.3,21,Individual,0,0,4.633478555,667,3.831741834,0
10000,36,346.61,9,RENT,Not Verified,14-Oct,car,5.91,2002,7,0,6.5,18,Individual,0,0,4.623259631,742,2.357934847,1
3600,36,117.85,10,RENT,Verified,14-Oct,car,2.01,1999,4,0,11.9,8,Individual,0,0,4.602070849,767,2.816903839,0
5000,36,165.29,8,MORTGAGE,Source Verified,14-Oct,car,12.46,2011,6,0,60.5,7,Individual,1,0,4.716011695,677,3.87517706,0
10000,60,241.12,3,RENT,Not Verified,14-Oct,car,5.84,1992,2,0,70.6,12,Individual,0,0,4.477135731,707,3.905526048,0
18000,36,619.49,4,RENT,Verified,14-Oct,car,2.38,2006,3,4,57.9,9,Individual,0,0,4.748195782,662,3.444044796,0
4100,36,142.11,4,RENT,Not Verified,14-Oct,car,28.26,1994,18,1,67.4,62,Individual,7,1,4.643462547,672,3.971693239,0
13000,60,313.45,2,RENT,Source Verified,14-Oct,car,20.4,2007,5,0,43,13,Individual,0,0,4.681250285,727,3.508933526,0
6000,36,205.01,0,RENT,Not Verified,14-Oct,car,12.29,1991,6,2,40,20,Individual,0,2,4.623259631,672,4.190275657,0
8350,36,291.96,10,MORTGAGE,Not Verified,14-Oct,car,21.36,2000,14,0,69.9,22,Individual,2,0,4.491375703,662,3.877831891,0
3600,36,116.42,7,MORTGAGE,Not Verified,14-Oct,car,11.56,2006,14,0,20.1,27,Individual,2,0,4.778158489,737,3.638589083,0
15875,60,451.46,5,MORTGAGE,Verified,14-Oct,car,9.72,1996,9,1,18.7,12,Individual,1,0,4.623259631,692,3.648847708,0
24000,60,664.91,3,RENT,Verified,14-Oct,car,20.16,2001,17,0,50.8,39,Individual,0,0,4.953571247,662,4.087745935,1
22400,36,698.74,10,MORTGAGE,Source Verified,14-Oct,car,8.75,2006,12,0,34.1,23,Individual,5,0,4.681250285,717,4.204065692,0
5000,36,173.31,1,MORTGAGE,Source Verified,14-Oct,car,8.01,2001,9,1,59.1,12,Individual,0,1,4.955981028,662,3.784189205,0
3925,36,128.49,10,MORTGAGE,Not Verified,14-Oct,car,24.83,1994,11,0,25.6,24,Individual,2,0,4.812920038,682,3.896526217,0
6000,36,182.62,6,RENT,Source Verified,14-Oct,car,18.69,1994,8,1,5.8,20,Individual,0,1,4.623259631,667,2.798650645,0
8000,36,252.14,1,MORTGAGE,Not Verified,14-Oct,car,5.3,2001,7,0,69.6,12,Individual,1,0,4.795886966,682,4.19075178,0
2500,36,84.66,2,MORTGAGE,Verified,14-Oct,car,12.01,1995,6,0,80,19,Individual,7,0,4.927888538,667,4.23974981,0
12000,36,396.69,10,RENT,Source Verified,14-Oct,car,21.2,2003,7,0,58.3,9,Individual,0,0,4.707578692,667,4.018367578,0
21600,60,566.52,,MORTGAGE,Verified,14-Oct,car,18.99,2007,19,0,50.4,28,Individual,2,0,4.881550125,692,4.512697734,0
16800,36,574.03,0,RENT,Not Verified,14-Oct,car,11.43,2004,9,0,53.3,18,Individual,0,0,4.812920038,672,3.823865309,1
13400,60,393.23,2,RENT,Verified,14-Oct,car,34.25,2006,23,0,28.2,35,Individual,0,0,4.812920038,672,3.949390007,0
16000,36,499.1,5,RENT,Not Verified,14-Oct,car,12.35,2006,4,0,24.5,18,Individual,0,0,4.740370586,767,3.678518379,0
3175,36,110.05,2,RENT,Not Verified,14-Oct,car,9.07,1997,7,0,61,7,Individual,0,0,4.694613972,677,3.751048035,1
23975,36,811.87,3,RENT,Verified,14-Oct,car,8.69,1983,11,2,20.2,21,Individual,0,0,4.69897869,717,3.523746467,0
30000,60,687.98,2,RENT,Verified,14-Oct,car,14.38,2000,9,0,11.7,31,Individual,0,0,4.799347443,782,3.317854489,0
5000,36,155.97,1,MORTGAGE,Not Verified,14-Oct,car,10,2001,8,0,34.7,9,Individual,1,0,4.698283276,687,3.443888547,0
15000,36,463.98,3,RENT,Source Verified,14-Oct,car,15.01,1999,8,0,80,31,Individual,2,0,5.397941746,712,4.398634325,0
6000,36,187.17,2,RENT,Verified,14-Oct,car,23.66,1989,21,0,14.5,40,Individual,0,0,4.875067054,737,4.232462439,0
10000,36,330.57,3,RENT,Source Verified,14-Oct,car,3.25,2003,3,0,72.3,10,Individual,0,0,4.681250285,697,3.813714392,0
7000,36,214.52,10,OWN,Not Verified,14-Oct,car,24.01,2002,15,0,61.2,37,Individual,6,0,4.944487607,687,4.179724096,0
3975,36,140.32,,RENT,Source Verified,14-Oct,car,17.9,2008,10,0,46,12,Individual,0,0,4.350267406,667,3.901294817,0
8675,36,296.41,10,MORTGAGE,Not Verified,14-Oct,car,8.49,2001,4,1,69,28,Individual,5,1,4.954247335,672,3.238297068,0
15400,60,376.88,1,RENT,Source Verified,14-Oct,car,5.86,2003,6,0,28.9,20,Individual,0,0,4.544080453,712,3.83225337,0
4200,36,138.84,0,OWN,Not Verified,14-Oct,car,8.71,2003,8,0,39,15,Individual,1,0,4.651287708,687,3.93135615,0
7875,36,285.65,10,OWN,Verified,14-Oct,car,7.97,2006,6,0,50.6,11,Individual,1,0,4.342442421,687,3.662946614,0
3600,36,123.9,10,MORTGAGE,Not Verified,14-Oct,car,21.5,2001,22,0,22.8,56,Individual,1,0,4.39795738,672,3.34849957,1
13000,36,398.38,4,RENT,Not Verified,14-Oct,car,14.76,2001,11,0,99.5,31,Individual,4,0,5.439334273,702,4.675375012,0
15000,36,456.54,10,MORTGAGE,Not Verified,14-Oct,car,19.01,1979,13,0,24.9,22,Individual,2,0,4.58547201,787,4.530699042,0
9475,36,319.21,3,MORTGAGE,Not Verified,14-Oct,car,7.11,2009,9,0,49.9,11,Individual,3,0,4.97829467,662,3.888909259,0
7900,36,271.89,2,RENT,Not Verified,14-Oct,car,1.41,2010,3,0,81,3,Individual,0,0,4.875067054,672,3.163757524,0
10000,36,304.36,10,MORTGAGE,Not Verified,14-Oct,car,17.9,1986,13,0,12.8,35,Individual,3,0,5.012841441,702,3.55339751,0
16000,60,397.56,10,RENT,Verified,14-Oct,car,15.93,2002,8,1,34,25,Individual,3,1,4.812920038,682,3.631545228,0
4200,36,128.71,4,MORTGAGE,Not Verified,14-Oct,car,17.17,1998,14,0,30.8,42,Individual,1,0,4.903984797,692,4.038540686,0
14025,60,419.84,0,RENT,Source Verified,14-Oct,car,29.73,2008,10,0,77.5,22,Individual,0,0,4.494168513,687,3.996642991,1
1800,36,59.51,6,MORTGAGE,Not Verified,14-Oct,car,5.21,2000,6,0,25,11,Individual,1,0,5.096913487,672,3.158362492,0
2275,36,78.86,10,RENT,Not Verified,14-Oct,car,16.36,2002,9,1,26,27,Individual,1,1,4.716011695,667,3.512684396,0
24000,60,570.84,10,MORTGAGE,Source Verified,14-Oct,car,14.88,2000,9,0,47.4,29,Individual,1,0,4.93349235,717,3.904120213,0
30000,36,927.96,2,MORTGAGE,Source Verified,14-Oct,car,12.37,2002,11,0,3.9,20,Individual,3,0,5.301032167,752,4.884007597,0
5600,36,195.81,1,RENT,Verified,14-Oct,car,20.07,2005,24,4,48.5,34,Individual,0,4,4.50516355,662,3.719662683,1
5000,36,168.45,5,MORTGAGE,Not Verified,14-Oct,car,11.05,2003,11,0,28.5,13,Individual,3,0,4.892100171,697,3.630326155,0
7000,36,226.37,10,RENT,Verified,14-Oct,car,7.16,1997,6,2,73.8,9,Individual,0,2,4.740370586,672,3.859198362,0
16925,60,420.54,3,MORTGAGE,Source Verified,14-Oct,car,6.61,1995,6,0,13.5,12,Individual,1,0,4.662767273,757,3.565611725,1
6000,36,200.7,8,MORTGAGE,Not Verified,14-Oct,car,10.26,1999,8,0,49.4,31,Individual,4,0,4.778158489,662,3.457579147,0
4750,36,148.17,6,RENT,Not Verified,14-Oct,car,20.73,1976,26,0,51.9,28,Individual,0,0,4.924284456,667,4.403223504,0
5600,36,194.1,10,RENT,Source Verified,14-Oct,car,11.52,1987,84,0,21,124,Individual,0,0,4.653222165,662,4.15968748,0
4975,36,182.34,10,MORTGAGE,Not Verified,14-Oct,car,22.15,1986,7,0,39.3,27,Individual,3,0,4.770859373,722,4.110320297,0
2000,36,67.38,2,RENT,Not Verified,14-Oct,car,11.27,2009,5,0,52,9,Individual,0,0,4.602070849,662,3.724603515,0
5000,36,154.66,0,MORTGAGE,Source Verified,14-Oct,car,8.5,1994,10,0,62.2,28,Individual,5,0,5.217486576,692,4.058805487,0
9000,36,275.81,0,RENT,Not Verified,14-Oct,car,21.49,2002,4,0,50.5,10,Individual,0,0,4.322239975,717,4.092720645,0
2500,36,85.42,0,RENT,Not Verified,14-Oct,car,14.88,2008,6,0,30.7,7,Individual,0,0,4.602070849,677,3.520745472,0
2500,36,77.99,10,MORTGAGE,Not Verified,14-Oct,car,21.65,2001,13,0,75.3,29,Individual,4,0,4.716011695,677,4.516257654,0
5600,36,188.66,10,RENT,Not Verified,14-Oct,car,7.16,2005,6,0,36.8,11,Individual,0,0,4.50516355,677,3.606918526,0
6350,36,218.55,,MORTGAGE,Verified,14-Oct,car,25.13,2002,6,0,64,24,Individual,3,0,4.69897869,667,3.43917474,0
5075,36,171.86,7,RENT,Not Verified,14-Oct,car,25.32,2004,10,1,9,15,Individual,0,0,4.477135731,677,3.228400359,0
9900,36,352.92,,RENT,Verified,14-Oct,car,6.33,2003,7,1,8.5,35,Individual,0,1,4.342442421,667,2.947433722,0
8500,36,287.84,10,MORTGAGE,Not Verified,14-Oct,car,19.4,1999,9,0,50.4,19,Individual,4,0,4.568213462,692,4.102468009,0
18000,36,567.3,4,RENT,Verified,14-Oct,car,0,1985,7,0,0,60,Individual,0,0,4.778158489,667,0,0
4200,36,137.49,10,RENT,Verified,14-Oct,car,7.8,2002,5,0,57.6,5,Individual,0,0,4.380229337,717,3.599446376,0
22800,36,797.2,10,MORTGAGE,Source Verified,14-Oct,car,5,1993,8,0,54.4,35,Individual,7,0,5.352184448,737,4.289767271,0
9600,36,294.19,4,MORTGAGE,Not Verified,14-Oct,car,6.9,2003,8,0,14.8,22,Individual,4,0,4.778158489,797,3.332842267,0
11500,36,362.45,6,MORTGAGE,Not Verified,14-Oct,car,2.34,1999,4,0,58,20,Individual,3,0,5.017037515,662,3.939419403,0
11200,60,274.1,3,OWN,Source Verified,14-Oct,car,29.28,2003,9,0,46.7,21,Individual,2,0,4.69897869,732,3.538950562,0
16000,60,372.13,10,RENT,Verified,14-Oct,car,8.62,2005,5,0,62.1,10,Individual,0,0,4.770859373,707,3.933183479,0
8800,36,269.68,2,MORTGAGE,Not Verified,14-Oct,car,9.6,1999,7,0,16.5,15,Individual,1,0,4.690204943,807,3.336259552,0
7600,36,259.68,3,RENT,Source Verified,14-Oct,car,37.1,1998,11,0,94.6,20,Individual,0,0,4.681250285,682,3.567261692,0
2400,36,80.86,0,RENT,Verified,14-Oct,car,5.91,2006,18,0,99.7,20,Individual,0,0,4.113976758,682,3.254064453,0
6400,36,230,,MORTGAGE,Verified,14-Oct,car,22.06,2004,8,1,30.5,12,Individual,4,0,4.803463944,687,3.36567514,1
6000,36,200.7,10,MORTGAGE,Not Verified,14-Oct,car,4.3,1983,4,0,23.1,8,Individual,1,0,4.579795025,682,3.799202656,0
5000,36,154.66,10,MORTGAGE,Verified,14-Oct,car,16.51,1990,32,0,3.7,70,Individual,3,0,5.000004343,772,3.827046017,0
12000,36,410.02,9,RENT,Source Verified,14-Oct,car,33.92,2005,8,0,50.1,13,Individual,0,0,4.50516355,687,3.940466678,0
6000,36,182.62,1,OWN,Not Verified,14-Oct,car,12.01,1990,10,0,72.4,34,Individual,6,0,5.071885688,682,4.437147839,0
5200,36,185.37,5,RENT,Verified,14-Oct,car,3.72,2011,5,0,45.4,6,Individual,0,0,4.477135731,682,3.420450859,1
5000,36,157.59,1,OWN,Not Verified,14-Oct,car,5.21,2005,4,0,1.3,7,Individual,0,0,4.521151165,762,1.886490725,0
4000,36,133.8,3,MORTGAGE,Not Verified,14-Oct,car,7.23,2010,5,0,48.5,7,Individual,1,0,4.690204943,722,3.163161375,0
3500,36,128.28,0,RENT,Not Verified,14-Oct,car,3.74,2006,5,0,15.4,7,Individual,0,0,4.39795738,667,2.912222057,0
6400,36,215.62,7,RENT,Source Verified,14-Oct,car,24.11,2005,6,1,65.8,7,Individual,0,0,4.342442421,687,3.721480855,1
5000,36,155.97,3,MORTGAGE,Not Verified,14-Oct,car,12.17,1997,10,1,31.6,12,Individual,3,1,4.660495506,667,3.325720858,0
5000,36,153.23,6,MORTGAGE,Not Verified,14-Oct,car,1.64,1997,8,0,19.5,15,Individual,2,0,4.5185271,717,3.294466226,0
2000,36,61.29,0,MORTGAGE,Not Verified,14-Oct,car,29.49,1994,23,0,55.8,43,Individual,5,0,4.995639581,717,4.794271891,0
5000,36,170.84,2,RENT,Source Verified,14-Oct,car,19.49,2004,8,0,95.6,17,Individual,0,0,4.69897869,662,4.259283216,0
28425,60,768.84,3,RENT,Source Verified,14-Oct,car,22.74,2001,19,0,13,38,Individual,0,0,4.792398694,697,3.225567713,0
6000,36,196.41,10,MORTGAGE,Not Verified,14-Oct,car,15.16,1993,7,0,78.8,20,Individual,2,0,4.845104244,692,4.105952769,0
7000,36,213.05,10,OWN,Not Verified,14-Oct,car,13.1,1998,13,0,49.6,35,Individual,3,0,4.838855385,712,4.021520064,0
7400,36,252.85,3,RENT,Verified,14-Oct,car,15.49,2010,5,0,67.1,5,Individual,0,0,4.423262262,717,3.826981337,0
7000,36,213.05,10,MORTGAGE,Not Verified,14-Oct,car,12.81,1990,13,1,8.8,41,Individual,2,1,5.065956711,667,5.396377214,0
8800,36,274.51,,RENT,Source Verified,14-Oct,car,6.24,1994,15,3,21.8,32,Individual,1,3,5.029387836,667,3.595385981,0
10000,36,323.38,2,RENT,Source Verified,14-Oct,car,8.65,1986,9,0,50,17,Individual,0,0,4.591075743,712,3.712060142,0
13175,60,350.53,4,MORTGAGE,Verified,14-Oct,car,2.56,1997,7,1,30,10,Individual,2,1,4.875067054,662,3.613418945,0
12000,36,396.69,10,RENT,Source Verified,14-Oct,car,9.31,1999,4,0,33.9,16,Individual,1,0,5.079184865,667,3.571359393,0
1350,36,47.21,10,MORTGAGE,Verified,14-Oct,car,28.67,1995,30,0,66.9,46,Individual,1,0,4.670255133,692,4.674392621,0
